O*NET-SOC Code,Occupation,soc2019_code,soc2010_code,soc2010_6,isco08_code,isco08_title,4-digit code,Exposure,Mean
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.05,45-1011,6222,Inland and coastal waters fishery workers,6222,Not Exposed,0.17
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.05,45-1011,6223,Deep-sea fishery workers,6223,Not Exposed,0.18
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.05,45-1011,6224,Hunters and trappers,6224,Not Exposed,0.09
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6111,Field crop and vegetable growers,6111,Not Exposed,0.18
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6112,Tree and shrub crop growers,6112,Not Exposed,0.17
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6114,Mixed crop growers,6114,Not Exposed,0.17
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6121,Livestock and dairy producers,6121,Not Exposed,0.17
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6122,Poultry producers,6122,Not Exposed,0.19
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6123,Apiarists and sericulturists,6123,Not Exposed,0.22
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6129,Animal producers not elsewhere classified,6129,Not Exposed,0.2
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6130,Mixed crop and animal producers,6130,Not Exposed,0.19
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6210,Forestry and related workers,6210,Not Exposed,0.12
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6221,Aquaculture workers,6221,Not Exposed,0.22
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6222,Inland and coastal waters fishery workers,6222,Not Exposed,0.17
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6223,Deep-sea fishery workers,6223,Not Exposed,0.18
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6224,Hunters and trappers,6224,Not Exposed,0.09
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6111,Field crop and vegetable growers,6111,Not Exposed,0.18
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6112,Tree and shrub crop growers,6112,Not Exposed,0.17
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6114,Mixed crop growers,6114,Not Exposed,0.17
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6121,Livestock and dairy producers,6121,Not Exposed,0.17
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6122,Poultry producers,6122,Not Exposed,0.19
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6123,Apiarists and sericulturists,6123,Not Exposed,0.22
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6129,Animal producers not elsewhere classified,6129,Not Exposed,0.2
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6130,Mixed crop and animal producers,6130,Not Exposed,0.19
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6210,Forestry and related workers,6210,Not Exposed,0.12
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6221,Aquaculture workers,6221,Not Exposed,0.22
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6222,Inland and coastal waters fishery workers,6222,Not Exposed,0.17
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6223,Deep-sea fishery workers,6223,Not Exposed,0.18
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6224,Hunters and trappers,6224,Not Exposed,0.09
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6111,Field crop and vegetable growers,6111,Not Exposed,0.18
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6112,Tree and shrub crop growers,6112,Not Exposed,0.17
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6114,Mixed crop growers,6114,Not Exposed,0.17
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6121,Livestock and dairy producers,6121,Not Exposed,0.17
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6122,Poultry producers,6122,Not Exposed,0.19
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6123,Apiarists and sericulturists,6123,Not Exposed,0.22
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6129,Animal producers not elsewhere classified,6129,Not Exposed,0.2
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6130,Mixed crop and animal producers,6130,Not Exposed,0.19
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6210,Forestry and related workers,6210,Not Exposed,0.12
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6221,Aquaculture workers,6221,Not Exposed,0.22
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6222,Inland and coastal waters fishery workers,6222,Not Exposed,0.17
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6223,Deep-sea fishery workers,6223,Not Exposed,0.18
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6224,Hunters and trappers,6224,Not Exposed,0.09
45-2011.00,Agricultural Inspectors,45-2011.00,45-2011.00,45-2011,7515,Food and beverage tasters and graders,7515,Minimal Exposure,0.31
45-2011.00,Agricultural Inspectors,45-2011.00,45-2011.00,45-2011,3257,Environmental and occupational health inspectors and associates,3257,Not Exposed,0.24
45-2011.00,Agricultural Inspectors,45-2011.00,45-2011.00,45-2011,3359,Regulatory government associate professionals not elsewhere classified,3359,Minimal Exposure,0.36
45-2021.00,Animal Breeders,45-2021.00,45-2021.00,45-2021,6121,Livestock and dairy producers,6121,Not Exposed,0.17
45-2021.00,Animal Breeders,45-2021.00,45-2021.00,45-2021,6122,Poultry producers,6122,Not Exposed,0.19
45-2021.00,Animal Breeders,45-2021.00,45-2021.00,45-2021,6123,Apiarists and sericulturists,6123,Not Exposed,0.22
45-2021.00,Animal Breeders,45-2021.00,45-2021.00,45-2021,6129,Animal producers not elsewhere classified,6129,Not Exposed,0.2
45-2021.00,Animal Breeders,45-2021.00,45-2021.00,45-2021,6130,Mixed crop and animal producers,6130,Not Exposed,0.19
45-2021.00,Animal Breeders,45-2021.00,45-2021.00,45-2021,6221,Aquaculture workers,6221,Not Exposed,0.22
45-2041.00,"Graders and Sorters, Agricultural Products",45-2041.00,45-2041.00,45-2041,7515,Food and beverage tasters and graders,7515,Minimal Exposure,0.31
45-2041.00,"Graders and Sorters, Agricultural Products",45-2041.00,45-2041.00,45-2041,7516,Tobacco preparers and tobacco products makers,7516,Not Exposed,0.14
45-2041.00,"Graders and Sorters, Agricultural Products",45-2041.00,45-2041.00,45-2041,7535,"Pelt dressers, tanners and fellmongers",7535,Not Exposed,0.11
45-2091.00,Agricultural Equipment Operators,45-2091.00,45-2091.00,45-2091,6111,Field crop and vegetable growers,6111,Not Exposed,0.18
45-2091.00,Agricultural Equipment Operators,45-2091.00,45-2091.00,45-2091,6112,Tree and shrub crop growers,6112,Not Exposed,0.17
45-2091.00,Agricultural Equipment Operators,45-2091.00,45-2091.00,45-2091,6113,"Gardeners, horticultural and nursery growers",6113,Not Exposed,0.18
45-2091.00,Agricultural Equipment Operators,45-2091.00,45-2091.00,45-2091,6114,Mixed crop growers,6114,Not Exposed,0.17
45-2091.00,Agricultural Equipment Operators,45-2091.00,45-2091.00,45-2091,6130,Mixed crop and animal producers,6130,Not Exposed,0.19
45-2091.00,Agricultural Equipment Operators,45-2091.00,45-2091.00,45-2091,8341,Mobile farm and forestry plant operators,8341,Not Exposed,0.12
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.00,45-2092,6310,Subsistence crop farmers,6310,Not Exposed,0.13
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.00,45-2092,6330,Subsistence mixed crop and livestock farmers,6330,Not Exposed,0.12
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.00,45-2092,9211,Crop farm labourers,9211,Not Exposed,0.09
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.00,45-2092,9213,Mixed crop and livestock farm labourers,9213,Not Exposed,0.11
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.00,45-2092,9214,Garden and horticultural labourers,9214,Not Exposed,0.12
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.01,45-2092,6310,Subsistence crop farmers,6310,Not Exposed,0.13
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.01,45-2092,6330,Subsistence mixed crop and livestock farmers,6330,Not Exposed,0.12
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.01,45-2092,9211,Crop farm labourers,9211,Not Exposed,0.09
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.01,45-2092,9213,Mixed crop and livestock farm labourers,9213,Not Exposed,0.11
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.01,45-2092,9214,Garden and horticultural labourers,9214,Not Exposed,0.12
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.02,45-2092,6310,Subsistence crop farmers,6310,Not Exposed,0.13
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.02,45-2092,6330,Subsistence mixed crop and livestock farmers,6330,Not Exposed,0.12
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.02,45-2092,9211,Crop farm labourers,9211,Not Exposed,0.09
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.02,45-2092,9213,Mixed crop and livestock farm labourers,9213,Not Exposed,0.11
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.02,45-2092,9214,Garden and horticultural labourers,9214,Not Exposed,0.12
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093.00,45-2093.00,45-2093,6320,Subsistence livestock farmers,6320,Not Exposed,0.13
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093.00,45-2093.00,45-2093,6330,Subsistence mixed crop and livestock farmers,6330,Not Exposed,0.12
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093.00,45-2093.00,45-2093,9212,Livestock farm labourers,9212,Not Exposed,0.12
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093.00,45-2093.00,45-2093,9213,Mixed crop and livestock farm labourers,9213,Not Exposed,0.11
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093.00,45-2093.00,45-2093,9216,Fishery and aquaculture labourers,9216,Not Exposed,0.11
45-2099.00,"Agricultural Workers, All Other",45-2099.00,45-2099.00,45-2099,9211,Crop farm labourers,9211,Not Exposed,0.09
45-2099.00,"Agricultural Workers, All Other",45-2099.00,45-2099.00,45-2099,9212,Livestock farm labourers,9212,Not Exposed,0.12
45-2099.00,"Agricultural Workers, All Other",45-2099.00,45-2099.00,45-2099,9213,Mixed crop and livestock farm labourers,9213,Not Exposed,0.11
45-3031.00,Fishing and Hunting Workers,45-3031.00,45-3011.00,45-3011,6222,Inland and coastal waters fishery workers,6222,Not Exposed,0.17
45-3031.00,Fishing and Hunting Workers,45-3031.00,45-3011.00,45-3011,6223,Deep-sea fishery workers,6223,Not Exposed,0.18
45-3031.00,Fishing and Hunting Workers,45-3031.00,45-3011.00,45-3011,6340,"Subsistence fishers, hunters, trappers and gatherers",6340,Not Exposed,0.12
45-3031.00,Fishing and Hunting Workers,45-3031.00,45-3011.00,45-3011,9216,Fishery and aquaculture labourers,9216,Not Exposed,0.11
45-3031.00,Fishing and Hunting Workers,45-3031.00,45-3021.00,45-3021,6224,Hunters and trappers,6224,Not Exposed,0.09
45-3031.00,Fishing and Hunting Workers,45-3031.00,45-3021.00,45-3021,6340,"Subsistence fishers, hunters, trappers and gatherers",6340,Not Exposed,0.12
45-4011.00,Forest and Conservation Workers,45-4011.00,45-4011.00,45-4011,6210,Forestry and related workers,6210,Not Exposed,0.12
45-4011.00,Forest and Conservation Workers,45-4011.00,45-4011.00,45-4011,9215,Forestry labourers,9215,Not Exposed,0.09
45-4021.00,Fallers,45-4021.00,45-4021.00,45-4021,6210,Forestry and related workers,6210,Not Exposed,0.12
45-4022.00,Logging Equipment Operators,45-4022.00,45-4022.00,45-4022,6210,Forestry and related workers,6210,Not Exposed,0.12
45-4022.00,Logging Equipment Operators,45-4022.00,45-4022.00,45-4022,8341,Mobile farm and forestry plant operators,8341,Not Exposed,0.12
45-4023.00,Log Graders and Scalers,45-4023.00,45-4023.00,45-4023,6210,Forestry and related workers,6210,Not Exposed,0.12
45-4029.00,"Logging Workers, All Other",45-4029.00,45-4029.00,45-4029,6210,Forestry and related workers,6210,Not Exposed,0.12
45-4029.00,"Logging Workers, All Other",45-4029.00,45-4029.00,45-4029,9215,Forestry labourers,9215,Not Exposed,0.09
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011.00,47-1011.00,47-1011,3123,Construction supervisors,3123,Not Exposed,0.28
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011.00,47-1011.00,47-1011,3121,Mining supervisors,3121,Not Exposed,0.29
47-1011.03,Solar Energy Installation Managers,47-1011.03,47-1011.03,47-1011,3123,Construction supervisors,3123,Not Exposed,0.28
47-1011.03,Solar Energy Installation Managers,47-1011.03,47-1011.03,47-1011,3121,Mining supervisors,3121,Not Exposed,0.29
47-2011.00,Boilermakers,47-2011.00,47-2011.00,47-2011,7213,Sheet-metal workers,7213,Not Exposed,0.21
47-2021.00,Brickmasons and Blockmasons,47-2021.00,47-2021.00,47-2021,7112,Bricklayers and related workers,7112,Not Exposed,0.09
47-2022.00,Stonemasons,47-2022.00,47-2022.00,47-2022,7113,"Stonemasons, stone cutters, splitters and carvers",7113,Not Exposed,0.11
47-2031.00,Carpenters,47-2031.00,47-2031.00,47-2031,7115,Carpenters and joiners,7115,Not Exposed,0.13
47-2031.00,Carpenters,47-2031.00,47-2031.01,47-2031,7115,Carpenters and joiners,7115,Not Exposed,0.13
47-2031.00,Carpenters,47-2031.00,47-2031.02,47-2031,7115,Carpenters and joiners,7115,Not Exposed,0.13
47-2041.00,Carpet Installers,47-2041.00,47-2041.00,47-2041,7122,Floor layers and tile setters,7122,Not Exposed,0.1
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",47-2042.00,47-2042.00,47-2042,7122,Floor layers and tile setters,7122,Not Exposed,0.1
47-2043.00,Floor Sanders and Finishers,47-2043.00,47-2043.00,47-2043,7122,Floor layers and tile setters,7122,Not Exposed,0.1
47-2044.00,Tile and Stone Setters,47-2044.00,47-2044.00,47-2044,7122,Floor layers and tile setters,7122,Not Exposed,0.1
47-2051.00,Cement Masons and Concrete Finishers,47-2051.00,47-2051.00,47-2051,7114,"Concrete placers, concrete finishers and related workers",7114,Not Exposed,0.1
47-2053.00,Terrazzo Workers and Finishers,47-2053.00,47-2053.00,47-2053,7114,"Concrete placers, concrete finishers and related workers",7114,Not Exposed,0.1
47-2061.00,Construction Laborers,47-2061.00,47-2061.00,47-2061,9313,Building construction labourers,9313,Not Exposed,0.09
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",47-2071.00,47-2071.00,47-2071,8342,Earthmoving and related plant operators,8342,Not Exposed,0.13
47-2072.00,Pile Driver Operators,47-2072.00,47-2072.00,47-2072,8342,Earthmoving and related plant operators,8342,Not Exposed,0.13
47-2073.00,Operating Engineers and Other Construction Equipment Operators,47-2073.00,47-2073.00,47-2073,8342,Earthmoving and related plant operators,8342,Not Exposed,0.13
47-2081.00,Drywall and Ceiling Tile Installers,47-2081.00,47-2081.00,47-2081,7123,Plasterers,7123,Not Exposed,0.11
47-2082.00,Tapers,47-2082.00,47-2082.00,47-2082,7123,Plasterers,7123,Not Exposed,0.11
47-2111.00,Electricians,47-2111.00,47-2111.00,47-2111,7411,Building and related electricians,7411,Not Exposed,0.19
