O*NET-SOC Code,Occupation,soc2019_code,soc2010_code,soc2010_6,isco08_code,isco08_title
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.00,45-1011,6224.0,Hunters and trappers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.05,45-1011,6111.0,Field crop and vegetable growers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.05,45-1011,6112.0,Tree and shrub crop growers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.05,45-1011,6114.0,Mixed crop growers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.05,45-1011,6121.0,Livestock and dairy producers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.05,45-1011,6122.0,Poultry producers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.05,45-1011,6123.0,Apiarists and sericulturists
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.05,45-1011,6129.0,Animal producers not elsewhere classified
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.05,45-1011,6130.0,Mixed crop and animal producers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.05,45-1011,6210.0,Forestry and related workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.05,45-1011,6221.0,Aquaculture workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.05,45-1011,6222.0,Inland and coastal waters fishery workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.05,45-1011,6223.0,Deep-sea fishery workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.05,45-1011,6224.0,Hunters and trappers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6111.0,Field crop and vegetable growers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6112.0,Tree and shrub crop growers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6114.0,Mixed crop growers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6121.0,Livestock and dairy producers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6122.0,Poultry producers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6123.0,Apiarists and sericulturists
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6129.0,Animal producers not elsewhere classified
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6130.0,Mixed crop and animal producers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6210.0,Forestry and related workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6221.0,Aquaculture workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6222.0,Inland and coastal waters fishery workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6223.0,Deep-sea fishery workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.06,45-1011,6224.0,Hunters and trappers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6111.0,Field crop and vegetable growers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6112.0,Tree and shrub crop growers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6114.0,Mixed crop growers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6121.0,Livestock and dairy producers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6122.0,Poultry producers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6123.0,Apiarists and sericulturists
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6129.0,Animal producers not elsewhere classified
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6130.0,Mixed crop and animal producers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6210.0,Forestry and related workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6221.0,Aquaculture workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6222.0,Inland and coastal waters fishery workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6223.0,Deep-sea fishery workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.07,45-1011,6224.0,Hunters and trappers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6111.0,Field crop and vegetable growers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6112.0,Tree and shrub crop growers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6114.0,Mixed crop growers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6121.0,Livestock and dairy producers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6122.0,Poultry producers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6123.0,Apiarists and sericulturists
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6129.0,Animal producers not elsewhere classified
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6130.0,Mixed crop and animal producers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6210.0,Forestry and related workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6221.0,Aquaculture workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6222.0,Inland and coastal waters fishery workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6223.0,Deep-sea fishery workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,45-1011.08,45-1011,6224.0,Hunters and trappers
45-2011.00,Agricultural Inspectors,45-2011.00,45-2011.00,45-2011,7515.0,Food and beverage tasters and graders
45-2011.00,Agricultural Inspectors,45-2011.00,45-2011.00,45-2011,3257.0,Environmental and occupational health inspectors and associates
45-2011.00,Agricultural Inspectors,45-2011.00,45-2011.00,45-2011,3359.0,Regulatory government associate professionals not elsewhere classified
45-2021.00,Animal Breeders,45-2021.00,45-2021.00,45-2021,6121.0,Livestock and dairy producers
45-2021.00,Animal Breeders,45-2021.00,45-2021.00,45-2021,6122.0,Poultry producers
45-2021.00,Animal Breeders,45-2021.00,45-2021.00,45-2021,6123.0,Apiarists and sericulturists
45-2021.00,Animal Breeders,45-2021.00,45-2021.00,45-2021,6129.0,Animal producers not elsewhere classified
45-2021.00,Animal Breeders,45-2021.00,45-2021.00,45-2021,6130.0,Mixed crop and animal producers
45-2021.00,Animal Breeders,45-2021.00,45-2021.00,45-2021,6221.0,Aquaculture workers
45-2041.00,"Graders and Sorters, Agricultural Products",45-2041.00,45-2041.00,45-2041,7515.0,Food and beverage tasters and graders
45-2041.00,"Graders and Sorters, Agricultural Products",45-2041.00,45-2041.00,45-2041,7516.0,Tobacco preparers and tobacco products makers
45-2041.00,"Graders and Sorters, Agricultural Products",45-2041.00,45-2041.00,45-2041,7535.0,"Pelt dressers, tanners and fellmongers"
45-2091.00,Agricultural Equipment Operators,45-2091.00,45-2091.00,45-2091,6111.0,Field crop and vegetable growers
45-2091.00,Agricultural Equipment Operators,45-2091.00,45-2091.00,45-2091,6112.0,Tree and shrub crop growers
45-2091.00,Agricultural Equipment Operators,45-2091.00,45-2091.00,45-2091,6113.0,"Gardeners, horticultural and nursery growers"
45-2091.00,Agricultural Equipment Operators,45-2091.00,45-2091.00,45-2091,6114.0,Mixed crop growers
45-2091.00,Agricultural Equipment Operators,45-2091.00,45-2091.00,45-2091,6130.0,Mixed crop and animal producers
45-2091.00,Agricultural Equipment Operators,45-2091.00,45-2091.00,45-2091,8341.0,Mobile farm and forestry plant operators
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.00,45-2092,6310.0,Subsistence crop farmers
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.00,45-2092,6330.0,Subsistence mixed crop and livestock farmers
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.00,45-2092,9211.0,Crop farm labourers
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.00,45-2092,9213.0,Mixed crop and livestock farm labourers
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.00,45-2092,9214.0,Garden and horticultural labourers
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.01,45-2092,6310.0,Subsistence crop farmers
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.01,45-2092,6330.0,Subsistence mixed crop and livestock farmers
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.01,45-2092,9211.0,Crop farm labourers
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.01,45-2092,9213.0,Mixed crop and livestock farm labourers
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.01,45-2092,9214.0,Garden and horticultural labourers
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.02,45-2092,6310.0,Subsistence crop farmers
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.02,45-2092,6330.0,Subsistence mixed crop and livestock farmers
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.02,45-2092,9211.0,Crop farm labourers
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.02,45-2092,9213.0,Mixed crop and livestock farm labourers
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,45-2092.02,45-2092,9214.0,Garden and horticultural labourers
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093.00,45-2093.00,45-2093,6320.0,Subsistence livestock farmers
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093.00,45-2093.00,45-2093,6330.0,Subsistence mixed crop and livestock farmers
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093.00,45-2093.00,45-2093,9212.0,Livestock farm labourers
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093.00,45-2093.00,45-2093,9213.0,Mixed crop and livestock farm labourers
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093.00,45-2093.00,45-2093,9216.0,Fishery and aquaculture labourers
45-2099.00,"Agricultural Workers, All Other",45-2099.00,45-2099.00,45-2099,9211.0,Crop farm labourers
45-2099.00,"Agricultural Workers, All Other",45-2099.00,45-2099.00,45-2099,9212.0,Livestock farm labourers
45-2099.00,"Agricultural Workers, All Other",45-2099.00,45-2099.00,45-2099,9213.0,Mixed crop and livestock farm labourers
45-3031.00,Fishing and Hunting Workers,45-3031.00,45-3011.00,45-3011,6222.0,Inland and coastal waters fishery workers
45-3031.00,Fishing and Hunting Workers,45-3031.00,45-3011.00,45-3011,6223.0,Deep-sea fishery workers
45-3031.00,Fishing and Hunting Workers,45-3031.00,45-3011.00,45-3011,6340.0,"Subsistence fishers, hunters, trappers and gatherers"
45-3031.00,Fishing and Hunting Workers,45-3031.00,45-3011.00,45-3011,9216.0,Fishery and aquaculture labourers
45-3031.00,Fishing and Hunting Workers,45-3031.00,45-3021.00,45-3021,6224.0,Hunters and trappers
45-3031.00,Fishing and Hunting Workers,45-3031.00,45-3021.00,45-3021,6340.0,"Subsistence fishers, hunters, trappers and gatherers"
45-4011.00,Forest and Conservation Workers,45-4011.00,45-4011.00,45-4011,6210.0,Forestry and related workers
45-4011.00,Forest and Conservation Workers,45-4011.00,45-4011.00,45-4011,9215.0,Forestry labourers
45-4021.00,Fallers,45-4021.00,45-4021.00,45-4021,6210.0,Forestry and related workers
45-4022.00,Logging Equipment Operators,45-4022.00,45-4022.00,45-4022,6210.0,Forestry and related workers
45-4022.00,Logging Equipment Operators,45-4022.00,45-4022.00,45-4022,8341.0,Mobile farm and forestry plant operators
45-4023.00,Log Graders and Scalers,45-4023.00,45-4023.00,45-4023,6210.0,Forestry and related workers
45-4029.00,"Logging Workers, All Other",45-4029.00,45-4029.00,45-4029,6210.0,Forestry and related workers
45-4029.00,"Logging Workers, All Other",45-4029.00,45-4029.00,45-4029,9215.0,Forestry labourers
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011.00,47-1011.00,47-1011,3123.0,Construction supervisors
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011.00,47-1011.00,47-1011,3121.0,Mining supervisors
47-1011.03,Solar Energy Installation Managers,47-1011.03,47-1011.03,47-1011,3123.0,Construction supervisors
47-1011.03,Solar Energy Installation Managers,47-1011.03,47-1011.03,47-1011,3121.0,Mining supervisors
47-2011.00,Boilermakers,47-2011.00,47-2011.00,47-2011,7213.0,Sheet-metal workers
47-2021.00,Brickmasons and Blockmasons,47-2021.00,47-2021.00,47-2021,7112.0,Bricklayers and related workers
47-2022.00,Stonemasons,47-2022.00,47-2022.00,47-2022,7113.0,"Stonemasons, stone cutters, splitters and carvers"
47-2031.00,Carpenters,47-2031.00,47-2031.00,47-2031,7115.0,Carpenters and joiners
47-2031.00,Carpenters,47-2031.00,47-2031.01,47-2031,7115.0,Carpenters and joiners
47-2031.00,Carpenters,47-2031.00,47-2031.02,47-2031,7115.0,Carpenters and joiners
47-2041.00,Carpet Installers,47-2041.00,47-2041.00,47-2041,7122.0,Floor layers and tile setters
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",47-2042.00,47-2042.00,47-2042,7122.0,Floor layers and tile setters
47-2043.00,Floor Sanders and Finishers,47-2043.00,47-2043.00,47-2043,7122.0,Floor layers and tile setters
47-2044.00,Tile and Stone Setters,47-2044.00,47-2044.00,47-2044,7122.0,Floor layers and tile setters
47-2051.00,Cement Masons and Concrete Finishers,47-2051.00,47-2051.00,47-2051,7114.0,"Concrete placers, concrete finishers and related workers"
47-2053.00,Terrazzo Workers and Finishers,47-2053.00,47-2053.00,47-2053,7114.0,"Concrete placers, concrete finishers and related workers"
47-2061.00,Construction Laborers,47-2061.00,47-2061.00,47-2061,9313.0,Building construction labourers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",47-2071.00,47-2071.00,47-2071,8342.0,Earthmoving and related plant operators
47-2072.00,Pile Driver Operators,47-2072.00,47-2072.00,47-2072,8342.0,Earthmoving and related plant operators
47-2073.00,Operating Engineers and Other Construction Equipment Operators,47-2073.00,47-2073.00,47-2073,8342.0,Earthmoving and related plant operators
