soc,skills_list,skill_text,cluster_id,canonical_skill
Recreation Workers," ""Group Leadership""",group leadership,3,team management
Recreation Workers," ""Inventory Management""",inventory management,41,inventory management
Recreation Workers," ""Leadership Development""",leadership development,3,team management
Recreation Workers," ""Maintenance Management""",maintenance management,19,equipment maintenance
Recreation Workers," ""Operations Management""",operations management,19,equipment maintenance
Recreation Workers," ""Participation Encouragement""",participation encouragement,1957,participation encouragement
Recreation Workers," ""Program Development""",program development,209,program development
Recreation Workers," ""Risk Management""",risk management,9,risk management
Recreation Workers," ""Safety Procedures""]",safety procedures,19,equipment maintenance
Residential Advisors,"[""Conflict Resolution""",conflict resolution,122,conflict resolution
Residential Advisors," ""Counseling Techniques""",counseling techniques,203,counseling techniques
Residential Advisors," ""Customer Education""",customer education,36,customer education
Residential Advisors," ""Data Analysis""",data analysis,148,data analysis
Residential Advisors," ""Emergency Response""",emergency response,62,emergency response
Residential Advisors," ""Facility Management""",facility management,55,facility maintenance
Residential Advisors," ""Financial Planning""",financial planning,24,financial management
Residential Advisors," ""Group Dynamics""",group dynamics,1958,group dynamics
Residential Advisors," ""Household Management""",household management,1166,household management
Residential Advisors," ""Interpersonal Communication""",interpersonal communication,4,communication
Residential Advisors," ""Leadership Development""",leadership development,3,team management
Residential Advisors," ""Maintenance Coordination""",maintenance coordination,19,equipment maintenance
Residential Advisors," ""Program Development""]",program development,209,program development
First-Line Supervisors of Retail Sales Workers,"[""Customer Service""",customer service,44,customer service
First-Line Supervisors of Retail Sales Workers," ""Inventory Management""",inventory management,41,inventory management
First-Line Supervisors of Retail Sales Workers," ""Sales Analysis""",sales analysis,31,sales techniques
First-Line Supervisors of Retail Sales Workers," ""Employee Supervision""",employee supervision,42,staff supervision
First-Line Supervisors of Retail Sales Workers," ""Time Management""",time management,7,time management
First-Line Supervisors of Retail Sales Workers," ""Financial Management""",financial management,24,financial management
First-Line Supervisors of Retail Sales Workers," ""Resource Allocation""",resource allocation,7,time management
First-Line Supervisors of Retail Sales Workers," ""Quality Control""",quality control,19,equipment maintenance
First-Line Supervisors of Retail Sales Workers," ""Safety Regulations""",safety regulations,19,equipment maintenance
First-Line Supervisors of Retail Sales Workers," ""Operational Planning""",operational planning,19,equipment maintenance
First-Line Supervisors of Retail Sales Workers," ""Market Research""",market research,29,market research
First-Line Supervisors of Retail Sales Workers," ""Employee Training""",employee training,42,staff supervision
First-Line Supervisors of Retail Sales Workers," ""Conflict Resolution""]",conflict resolution,122,conflict resolution
First-Line Supervisors of Non-Retail Sales Workers,"[""Customer Service""",customer service,44,customer service
First-Line Supervisors of Non-Retail Sales Workers," ""Sales Strategy Development""",sales strategy development,1959,sales strategy development
First-Line Supervisors of Non-Retail Sales Workers," ""Team Management""",team management,3,team management
First-Line Supervisors of Non-Retail Sales Workers," ""Performance Monitoring""",performance monitoring,23,operations monitoring
First-Line Supervisors of Non-Retail Sales Workers," ""Training and Development""",training and development,21,training and development
First-Line Supervisors of Non-Retail Sales Workers," ""Conflict Resolution""",conflict resolution,122,conflict resolution
First-Line Supervisors of Non-Retail Sales Workers," ""Financial Management""",financial management,24,financial management
First-Line Supervisors of Non-Retail Sales Workers," ""Resource Allocation""",resource allocation,7,time management
First-Line Supervisors of Non-Retail Sales Workers," ""Inventory Management""",inventory management,41,inventory management
First-Line Supervisors of Non-Retail Sales Workers," ""Record Keeping""",record keeping,50,record keeping
First-Line Supervisors of Non-Retail Sales Workers," ""Budgeting""",budgeting,2,budgeting
First-Line Supervisors of Non-Retail Sales Workers," ""Personnel Evaluation""]",personnel evaluation,23,operations monitoring
Cashiers,"[""Customer Service""",customer service,44,customer service
Cashiers," ""Cash Handling""",cash handling,77,cash handling
Cashiers," ""Mathematical Operations""",mathematical operations,1960,mathematical operations
Cashiers," ""Active Listening""",active listening,265,active listening
Cashiers," ""Problem Solving""",problem solving,5,problem solving
Cashiers," ""Time Management""",time management,7,time management
Cashiers," ""Financial Management""",financial management,24,financial management
Cashiers," ""Inventory Management""",inventory management,41,inventory management
Cashiers," ""Communication""",communication,4,communication
Cashiers," ""Teamwork""",teamwork,4,communication
Cashiers," ""Adaptability""",adaptability,1111,adaptability
Cashiers," ""Attention to Detail""]",attention to detail,737,attention to detail
Gambling Change Persons and Booth Cashiers,"[""Financial record-keeping""",financial record-keeping,1228,financial record keeping
Gambling Change Persons and Booth Cashiers," ""Cash handling""",cash handling,77,cash handling
Gambling Change Persons and Booth Cashiers," ""Currency exchange""",currency exchange,1961,currency exchange
Gambling Change Persons and Booth Cashiers," ""Customer verification""",customer verification,1962,customer verification
Gambling Change Persons and Booth Cashiers," ""Security protocols""",security protocols,348,security protocols
Gambling Change Persons and Booth Cashiers," ""Transaction reconciliation""",transaction reconciliation,1963,transaction reconciliation
Gambling Change Persons and Booth Cashiers," ""Attention to detail""",attention to detail,737,attention to detail
Gambling Change Persons and Booth Cashiers," ""Procedural adherence""",procedural adherence,1964,procedural adherence
Gambling Change Persons and Booth Cashiers," ""Mathematical calculations""",mathematical calculations,245,mathematical calculations
Gambling Change Persons and Booth Cashiers," ""Cash drawer management""",cash drawer management,1965,cash drawer balancing
Gambling Change Persons and Booth Cashiers," ""Age verification""",age verification,1966,age verification
Gambling Change Persons and Booth Cashiers," ""Asset protection""]",asset protection,1796,asset protection
Counter and Rental Clerks,"[""Customer Service""",customer service,44,customer service
Counter and Rental Clerks," ""Communication Skills""",communication skills,4,communication
Counter and Rental Clerks," ""Mathematical Calculation""",mathematical calculation,245,mathematical calculations
Counter and Rental Clerks," ""Inventory Management""",inventory management,41,inventory management
Counter and Rental Clerks," ""Record Keeping""",record keeping,50,record keeping
Counter and Rental Clerks," ""Time Management""",time management,7,time management
Counter and Rental Clerks," ""Financial Management""",financial management,24,financial management
Counter and Rental Clerks," ""Resource Allocation""",resource allocation,7,time management
Counter and Rental Clerks," ""Problem Solving""",problem solving,5,problem solving
Counter and Rental Clerks," ""Critical Thinking""",critical thinking,60,critical thinking
Counter and Rental Clerks," ""Active Listening""",active listening,265,active listening
Counter and Rental Clerks," ""Negotiation""]",negotiation,39,negotiation
Parts Salespersons,"[""Customer Service""",customer service,44,customer service
Parts Salespersons," ""Inventory Management""",inventory management,41,inventory management
Parts Salespersons," ""Sales Techniques""",sales techniques,31,sales techniques
Parts Salespersons," ""Communication Skills""",communication skills,4,communication
Parts Salespersons," ""Mathematical Reasoning""",mathematical reasoning,380,mathematical reasoning
Parts Salespersons," ""Problem Solving""",problem solving,5,problem solving
Parts Salespersons," ""Time Management""",time management,7,time management
Parts Salespersons," ""Inventory Control""",inventory control,41,inventory management
Parts Salespersons," ""Order Fulfillment""",order fulfillment,342,order fulfillment
Parts Salespersons," ""Customer Relations""",customer relations,76,customer relations
