source_soc,source_name,target_soc,target_name,similarity,source_ai_exposure,target_ai_exposure,delta_exposure,n_missing,n_shared,missing_skills,shared_skills
29-2053.00,Psychiatric Technicians,21-1013.00,Marriage and Family Therapists,0.7367300391197205,0.3,0.28,0.019999999999999962,9,3,constructive communication|family dynamics|personal growth|social awareness|case management|mental health assessment|client education|counseling techniques|problem solving,conflict resolution|emotional support|treatment planning
29-2055.00,Surgical Technologists,29-9093.00,Surgical Assistants,0.8702940344810486,0.3,0.2475,0.05249999999999999,8,2,wound closure|bleeding control|surgical site assessment|surgical retraction|aseptic maintenance|dressing assistance|patient positioning|communication,equipment maintenance|surgical instrument handling
29-2055.00,Surgical Technologists,31-2022.00,Physical Therapist Aides,0.7883489727973938,0.3,0.15,0.15,9,2,functional activity support|supportive device use|patient transportation|supply ordering|exercise instruction|dressing assistance|clerical duties|scheduling|inventory management,equipment maintenance|patient care techniques
29-2055.00,Surgical Technologists,31-9091.00,Dental Assistants,0.7693390846252441,0.3,0.155,0.145,9,1,dental instruments|fluoride application|patient communication|vital sign monitoring|scheduling|emergency response|laboratory techniques|inventory management|record keeping,equipment maintenance
29-2055.00,Surgical Technologists,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",0.7454203963279724,0.3,0.11,0.19,9,1,operation and control|active learning|systems analysis|complex problem solving|installation|judgment and decision making|troubleshooting|operations monitoring|time management,equipment maintenance
29-2055.00,Surgical Technologists,29-1151.00,Nurse Anesthetists,0.7448714971542358,0.3,0.25,0.04999999999999999,10,1,invasive techniques|anesthesia administration|patient recovery|airway management|basic life support|pain management|critical care|vital sign monitoring|emergency response|record keeping,equipment maintenance
29-2055.00,Surgical Technologists,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",0.7275677919387817,0.3,0.29,0.010000000000000009,6,1,process control|complex problem solving|critical thinking|troubleshooting|operations monitoring|time management,equipment maintenance
29-2055.00,Surgical Technologists,29-1141.00,Registered Nurses,0.7235463857650757,0.3,0.25,0.04999999999999999,10,1,health maintenance guidance|supervision of nursing personnel|comprehensive care planning|case management|disease prevention|health education|medication administration|technical documentation|record keeping|operations monitoring,patient monitoring
29-2055.00,Surgical Technologists,31-9093.00,Medical Equipment Preparers,0.717793345451355,0.3,0.15,0.15,8,1,service orientation|active learning|learning strategies|complex problem solving|installation|critical thinking|troubleshooting|operations monitoring,equipment maintenance
29-2055.00,Surgical Technologists,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",0.7165387868881226,0.3,0.245,0.05499999999999999,5,1,circuit analysis|programming|installation|laboratory techniques|troubleshooting,equipment maintenance
29-2055.00,Surgical Technologists,29-1071.01,Anesthesiologist Assistants,0.7119499444961548,0.3,0.23,0.06999999999999998,9,1,anesthesia delivery system calibration|cardiopulmonary resuscitation|operating room supply management|airway management|basic life support|critical care|vital sign monitoring|professional development|emergency response,patient monitoring
29-2056.00,Veterinary Technologists and Technicians,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",0.7760099768638611,0.14,0.118,0.02200000000000002,5,4,identification techniques|animal health monitoring|physical labor|problem solving|time management,animal care|equipment maintenance|medication administration|record keeping
29-2056.00,Veterinary Technologists and Technicians,51-3021.00,Butchers and Meat Cutters,0.5423227548599243,0.14,0.13,0.010000000000000009,9,2,customer presentation|meat preparation|meat cutting techniques|food presentation|mathematical calculations|personnel management|material handling|financial management|time management,equipment maintenance|inventory management
29-2056.00,Veterinary Technologists and Technicians,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",0.5294643640518188,0.14,0.11,0.030000000000000013,9,1,operation and control|active learning|systems analysis|complex problem solving|installation|judgment and decision making|troubleshooting|operations monitoring|time management,equipment maintenance
29-2056.00,Veterinary Technologists and Technicians,49-9071.00,"Maintenance and Repair Workers, General",0.5214820504188538,0.14,0.11,0.030000000000000013,9,1,mathematics|active learning|systems analysis|complex problem solving|installation|judgment and decision making|critical thinking|troubleshooting|time management,equipment maintenance
29-2056.00,Veterinary Technologists and Technicians,51-3023.00,Slaughterers and Meat Packers,0.512183666229248,0.14,0.13,0.010000000000000009,8,1,food processing|product presentation|meat cutting techniques|attention to detail|problem solving|operations monitoring|communication|time management,equipment maintenance
29-2056.00,Veterinary Technologists and Technicians,49-3091.00,Bicycle Repairers,0.507594108581543,0.14,0.13,0.010000000000000009,9,1,mechanism replacement|problem identification|mechanism adjustment|proper alignment|functional testing|reassembly techniques|mechanical design|lubrication techniques|troubleshooting,equipment maintenance
29-2056.00,Veterinary Technologists and Technicians,51-9198.00,Helpers--Production Workers,0.4990829527378082,0.14,0.12,0.020000000000000018,8,2,lifting and moving|physical stamina|attention to detail|material handling|troubleshooting|problem solving|communication|time management,equipment maintenance|inventory management
29-2056.00,Veterinary Technologists and Technicians,45-3031.00,Fishing and Hunting Workers,0.49714231491088867,0.14,0.1316666666666666,0.008333333333333415,8,2,trapping methods|marine life handling|vessel operation|animal tracking|harvesting techniques|route navigation|supply chain management|operations monitoring,animal care|equipment maintenance
29-2056.00,Veterinary Technologists and Technicians,53-7063.00,Machine Feeders and Offbearers,0.4911811947822571,0.14,0.12,0.020000000000000018,7,1,data recording|industrial truck operation|fastening and packaging|hand tool operation|precision measurement|technical documentation|material handling,equipment maintenance
29-2056.00,Veterinary Technologists and Technicians,53-7061.00,Cleaners of Vehicles and Equipment,0.4874524474143982,0.14,0.105,0.03500000000000002,6,2,protective treatments|rinsing and drying|workspace organization|debris removal|polishing techniques|surface preparation,equipment maintenance|inventory management
29-2057.00,Ophthalmic Medical Technicians,29-2099.05,Ophthalmic Medical Technologists,0.9359098076820374,0.35,0.3,0.04999999999999999,7,7,clinical photography|ophthalmic equipment operation|refractive error calculation|intraocular pressure measurement|ophthalmic triage|medical instrument preparation|surgical procedures,equipment maintenance|eye examination techniques|medication administration|ocular dimension measurement|patient education|record keeping|visual acuity assessment
29-2057.00,Ophthalmic Medical Technicians,29-1241.00,"Ophthalmologists, Except Pediatric",0.8380569219589233,0.35,0.28,0.06999999999999995,8,4,vision health promotion|ophthalmic consultation|laser surgery techniques|corrective lens prescription|surgical procedures|treatment planning|laboratory techniques|communication,eye examination techniques|medication administration|patient education|record keeping
29-2057.00,Ophthalmic Medical Technicians,29-1041.00,Optometrists,0.7901284098625183,0.35,0.24,0.10999999999999999,10,3,foreign object removal|vision therapy|visual hygiene education|visual system analysis|corrective lens prescription|pre-operative care|client consultation|rehabilitation planning|medical diagnosis|treatment planning,eye examination techniques|medication administration|visual acuity assessment
29-2057.00,Ophthalmic Medical Technicians,29-2081.00,"Opticians, Dispensing",0.7675145864486694,0.35,0.24,0.10999999999999999,10,0,lens fabrication|frame selection|contact lens care|optical prescription analysis|sales tracking|eyewear design|facial measurement techniques|coating application|lens grinding|visual merchandising,
29-2057.00,Ophthalmic Medical Technicians,29-1299.02,Orthoptists,0.7323214411735535,0.35,0.23,0.11999999999999997,10,1,binocular vision techniques|scientific paper presentation|eye movement analysis|vision screening|clinical method training|visual system analysis|research participation|treatment planning|laboratory techniques|communication,patient education
29-2057.00,Ophthalmic Medical Technicians,29-2032.00,Diagnostic Medical Sonographers,0.6944804787635803,0.35,0.22,0.12999999999999998,10,2,medical ethics|image analysis|patient care techniques|patient care|staff supervision|emergency response|laboratory techniques|inventory management|communication|critical thinking,equipment maintenance|record keeping
29-2057.00,Ophthalmic Medical Technicians,29-1141.00,Registered Nurses,0.6820574998855591,0.35,0.25,0.09999999999999998,10,2,health maintenance guidance|supervision of nursing personnel|comprehensive care planning|case management|disease prevention|patient monitoring|health education|technical documentation|operations monitoring|communication,medication administration|record keeping
